JD,Date_UT,Body,Sign,Deg,Lon,Notes,Source
2439761.9366087965,1967-09-29 00:00:00,Moon,Leo,3768968613201.4165,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439764.213414352,1967-10-01 00:00:00,Moon,Virgo,22540174541.05,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439766.4902083334,1967-10-03 00:00:00,Moon,Libra,952822128317.8,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439768.767002315,1967-10-06 00:00:00,Moon,Scorpio,10321412328631.684,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439771.0438078702,1967-10-08 00:00:00,Moon,Sagittarius,18195418912.6,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439773.320601852,1967-10-10 00:00:00,Moon,Capricorn,160806649985416.72,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439775.597407408,1967-10-13 00:00:00,Moon,Aquarius,23772367664.3,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439777.874201389,1967-10-15 00:00:00,Moon,Pisces,5183534355221.25,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439780.1509953705,1967-10-17 00:00:00,Moon,Aries,59766768943520.4,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439782.427800926,1967-10-19 00:00:00,Moon,Taurus,1942761203.583333,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439784.704594908,1967-10-22 00:00:00,Moon,Gemini,11735978070651.533,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439786.981400463,1967-10-24 00:00:00,Moon,Cancer,25003542153.466667,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439789.258194444,1967-10-26 00:00:00,Moon,Leo,828612580283.55,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439791.534988426,1967-10-29 00:00:00,Moon,Virgo,1631989966460.0833,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439793.8117939816,1967-10-31 00:00:00,Moon,Libra,20659810009.716667,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439796.088587963,1967-11-02 00:00:00,Moon,Scorpio,7391242636373.684,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439798.3653819445,1967-11-04 00:00:00,Moon,Sagittarius,15177670152241.018,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439800.6421875,1967-11-07 00:00:00,Moon,Capricorn,13150543812671.367,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439802.9189814813,1967-11-09 00:00:00,Moon,Aquarius,13943734858188.05,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439805.1957870373,1967-11-11 00:00:00,Moon,Pisces,21892003132.95,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439807.4725810187,1967-11-13 00:00:00,Moon,Aries,3046555708479.933,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439809.749375,1967-11-16 00:00:00,Moon,Taurus,3839746753996.6167,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439812.026180556,1967-11-18 00:00:00,Moon,Gemini,17547252355.133335,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439814.302974537,1967-11-20 00:00:00,Moon,Cancer,9598999423910.217,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439816.5797800925,1967-11-23 00:00:00,Moon,Leo,23123177622.133335,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439818.856574074,1967-11-25 00:00:00,Moon,Virgo,15358300600207.883,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439821.133368056,1967-11-27 00:00:00,Moon,Libra,16151443139340.482,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439823.4101736112,1967-11-29 00:00:00,Moon,Scorpio,18779445478.366665,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439825.6869675927,1967-12-02 00:00:00,Moon,Sagittarius,5254312496016.467,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439827.963773148,1967-12-04 00:00:00,Moon,Capricorn,2435537559.6,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439830.2405671296,1967-12-06 00:00:00,Moon,Aquarius,11013565165930.05,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439832.517361111,1967-12-09 00:00:00,Moon,Pisces,11806756211446.732,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439834.7941666665,1967-12-11 00:00:00,Moon,Aries,20010619967.55,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439837.0709606484,1967-12-13 00:00:00,Moon,Taurus,9095770617332.1,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439839.34775463,1967-12-15 00:00:00,Moon,Gemini,36101440589.63333,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439841.624560185,1967-12-18 00:00:00,Moon,Cancer,6668878238036.3,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439843.9013541667,1967-12-20 00:00:00,Moon,Leo,74620207771661.9,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439846.178159722,1967-12-22 00:00:00,Moon,Virgo,21242813090.783333,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439848.454953704,1967-12-24 00:00:00,Moon,Libra,13221321953466.566,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439850.731747685,1967-12-27 00:00:00,Moon,Scorpio,6811311592666.366,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439853.008553241,1967-12-29 00:00:00,Moon,Sagittarius,16899080947.033333,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439855.2853472224,1967-12-31 00:00:00,Moon,Capricorn,3117333849275.1333,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439857.562152778,1968-01-03 00:00:00,Moon,Aquarius,2247501106.466667,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439859.8389467592,1968-01-05 00:00:00,Moon,Pisces,8876586519188.732,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439862.1157407407,1968-01-07 00:00:00,Moon,Aries,9669777564705.416,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439864.392546296,1968-01-09 00:00:00,Moon,Taurus,18130255436.2,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439866.6693402776,1968-01-12 00:00:00,Moon,Gemini,154290302346154.06,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439868.946145833,1968-01-14 00:00:00,Moon,Cancer,23707204187.9,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439871.222939815,1968-01-16 00:00:00,Moon,Leo,4531899591294.983,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439873.4997337963,1968-01-18 00:00:00,Moon,Virgo,53250421304257.72,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439875.776539352,1968-01-21 00:00:00,Moon,Libra,19362448559.45,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439878.053333333,1968-01-23 00:00:00,Moon,Scorpio,11084343306725.268,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439880.3301388887,1968-01-25 00:00:00,Moon,Sagittarius,24938378677.066666,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439882.6069328706,1968-01-28 00:00:00,Moon,Capricorn,187164157017.13333,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439884.883726852,1968-01-30 00:00:00,Moon,Aquarius,980355202533.8167,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439887.1605324075,1968-02-01 00:00:00,Moon,Pisces,20594646533.316666,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439889.437326389,1968-02-03 00:00:00,Moon,Aries,6739607872447.417,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439891.7141203703,1968-02-06 00:00:00,Moon,Taurus,86613225129747.42,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439893.990925926,1968-02-08 00:00:00,Moon,Gemini,12498909048745.1,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439896.267719907,1968-02-10 00:00:00,Moon,Cancer,132920515878749.9,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439898.544525463,1968-02-13 00:00:00,Moon,Leo,21826839656.566666,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439900.8213194446,1968-02-15 00:00:00,Moon,Virgo,23949209452.466667,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439903.098113426,1968-02-17 00:00:00,Moon,Libra,31880634836853.516,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439905.374918981,1968-02-19 00:00:00,Moon,Scorpio,17482084028.1,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439907.651712963,1968-02-22 00:00:00,Moon,Sagittarius,8947364659983.95,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439909.9285185183,1968-02-24 00:00:00,Moon,Capricorn,23058014145.733334,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439912.2053125,1968-02-26 00:00:00,Moon,Aquarius,14706617329897.533,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439914.4821064817,1968-02-28 00:00:00,Moon,Pisces,155100432224572.78,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439916.758912037,1968-03-02 00:00:00,Moon,Aries,18714282001.983334,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439919.0357060186,1968-03-04 00:00:00,Moon,Taurus,46026292257015.93,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439921.312511574,1968-03-06 00:00:00,Moon,Gemini,24290207268.966667,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439923.5893055554,1968-03-09 00:00:00,Moon,Cancer,10361930402003.783,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439925.866099537,1968-03-11 00:00:00,Moon,Leo,11155121447520.467,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439928.142905093,1968-03-13 00:00:00,Moon,Virgo,19946475125.216667,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439930.4196990742,1968-03-15 00:00:00,Moon,Libra,2579422978069.4165,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439932.696493056,1968-03-18 00:00:00,Moon,Scorpio,5108483694499.767,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439934.973298611,1968-03-20 00:00:00,Moon,Sagittarius,6017194967725.934,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439937.250092593,1968-03-22 00:00:00,Moon,Capricorn,6810386013242.616,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439939.526898148,1968-03-25 00:00:00,Moon,Aquarius,21177649614.4,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439941.803692129,1968-03-27 00:00:00,Moon,Pisces,12569687189540.3,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439944.080486112,1968-03-29 00:00:00,Moon,Aries,397312423843.2,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439946.357291667,1968-03-31 00:00:00,Moon,Taurus,16833917470.633333,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439948.634085648,1968-04-03 00:00:00,Moon,Gemini,2465650578964.783,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439950.910891204,1968-04-05 00:00:00,Moon,Cancer,22409842737.633335,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439953.187685185,1968-04-07 00:00:00,Moon,Leo,8224951755262.467,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439955.4644791665,1968-04-09 00:00:00,Moon,Virgo,9018142800779.15,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439957.741284722,1968-04-12 00:00:00,Moon,Libra,18065091959.816666,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439960.018078704,1968-04-14 00:00:00,Moon,Scorpio,147876303177330.9,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439962.29488426,1968-04-16 00:00:00,Moon,Sagittarius,23642040711.516666,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439964.571678241,1968-04-19 00:00:00,Moon,Capricorn,3880264827368.717,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439966.848472222,1968-04-21 00:00:00,Moon,Aquarius,46734073664995.05,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439969.1252777777,1968-04-23 00:00:00,Moon,Pisces,19297285083.05,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439971.402071759,1968-04-25 00:00:00,Moon,Aries,1043270854284.4,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439973.678877315,1968-04-28 00:00:00,Moon,Taurus,24874233834.75,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439975.9556712965,1968-04-30 00:00:00,Moon,Gemini,16202196059756.533,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439978.232465278,1968-05-02 00:00:00,Moon,Cancer,328720438607.55,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439980.5092708333,1968-05-05 00:00:00,Moon,Leo,20529483056.933334,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439982.786064815,1968-05-07 00:00:00,Moon,Virgo,6087973108521.15,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439985.062858796,1968-05-09 00:00:00,Moon,Libra,21449748741.116665,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439987.339664352,1968-05-11 00:00:00,Moon,Scorpio,1184727428489.9834,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439989.6164583336,1968-05-14 00:00:00,Moon,Sagittarius,12650651670995.383,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439991.893263889,1968-05-16 00:00:00,Moon,Capricorn,2176167618.016667,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439994.1700578704,1968-05-18 00:00:00,Moon,Aquarius,1743286180627.4,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439996.446851852,1968-05-20 00:00:00,Moon,Pisces,25364287197590.867,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2439998.723657408,1968-05-23 00:00:00,Moon,Aries,17416920551.716667,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440001.000451389,1968-05-25 00:00:00,Moon,Taurus,829572989609.3667,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440003.277256944,1968-05-27 00:00:00,Moon,Gemini,2299285066.933333,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440005.554050926,1968-05-30 00:00:00,Moon,Cancer,14065217413015.217,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440007.830844908,1968-06-01 00:00:00,Moon,Leo,148584084585310.1,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440010.107650463,1968-06-03 00:00:00,Moon,Virgo,18649118525.583332,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440012.3844444444,1968-06-05 00:00:00,Moon,Libra,39509944617753.266,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440014.66125,1968-06-08 00:00:00,Moon,Scorpio,24225043792.583332,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440016.9380439813,1968-06-10 00:00:00,Moon,Sagittarius,971029563814.95,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440019.2148379628,1968-06-12 00:00:00,Moon,Capricorn,105034381772083.05,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440021.4916435187,1968-06-14 00:00:00,Moon,Aquarius,1988131164.883333,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440023.7684375,1968-06-17 00:00:00,Moon,Pisces,162729742005472.4,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440026.045231481,1968-06-19 00:00:00,Moon,Aries,66116739685338.75,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440028.322037037,1968-06-21 00:00:00,Moon,Taurus,536556020388.06665,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440030.5988310184,1968-06-24 00:00:00,Moon,Gemini,6158751249316.35,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440032.875636574,1968-06-26 00:00:00,Moon,Cancer,2111248613.8,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440035.152430556,1968-06-28 00:00:00,Moon,Leo,11928238766273.9,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440037.429224537,1968-06-30 00:00:00,Moon,Virgo,10547631451246.184,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440039.7060300927,1968-07-03 00:00:00,Moon,Libra,16768753994.25,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440041.982824074,1968-07-05 00:00:00,Moon,Scorpio,1814015815038.5166,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440044.2596296296,1968-07-07 00:00:00,Moon,Sagittarius,22344679261.233334,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440046.536423611,1968-07-10 00:00:00,Moon,Capricorn,7573316991336.2,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440048.8132175924,1968-07-12 00:00:00,Moon,Aquarius,83664595304678.84,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440051.0900231483,1968-07-14 00:00:00,Moon,Pisces,18000947117.483334,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440053.36681713,1968-07-16 00:00:00,Moon,Aries,141359955538068.22,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440055.643622685,1968-07-19 00:00:00,Moon,Taurus,23576877235.116665,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440057.9204166667,1968-07-21 00:00:00,Moon,Gemini,3228581557058.35,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440060.197210648,1968-07-23 00:00:00,Moon,Cancer,40217726025732.43,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440062.4740162035,1968-07-25 00:00:00,Moon,Leo,192321216.066667,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440064.750810185,1968-07-28 00:00:00,Moon,Virgo,97810252724841.27,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440067.027615741,1968-07-30 00:00:00,Moon,Libra,24809070358.35,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440069.3044097223,1968-08-01 00:00:00,Moon,Scorpio,15550561295830.268,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440071.581203704,1968-08-04 00:00:00,Moon,Sagittarius,163437038349610.6,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440073.858009259,1968-08-06 00:00:00,Moon,Capricorn,20464314729.9,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440076.1348032407,1968-08-08 00:00:00,Moon,Aquarius,5436338344594.884,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440078.411597222,1968-08-10 00:00:00,Moon,Pisces,122952939011159.56,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2440080.688402778,1968-08-13 00:00:00,Moon,Aries,11205825861552.4,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
